topic,sentiment,date,month,count
User Interface and Functionality,negative,2023-06-15 13:56:04,2023-06-01,1
Social Networking and Engagement,positive,2023-06-30 18:50:10,2023-06-01,1
Account Management,negative,2023-06-30 18:50:10,2023-06-01,1
Account Management,negative,2023-06-12 10:53:33,2023-06-01,1
User Interface and Functionality,negative,2023-06-12 10:53:33,2023-06-01,1
Privacy and Security,negative,2023-06-23 17:14:20,2023-06-01,1
Content Moderation and Censorship,negative,2023-06-23 17:14:20,2023-06-01,1
User Interface and Functionality,negative,2023-06-23 17:14:20,2023-06-01,1
Account Management,negative,2023-06-08 23:52:47,2023-06-01,1
Account Management,negative,2023-06-08 23:52:47,2023-06-01,1
User Interface and Functionality,positive,2023-06-25 19:05:52,2023-06-01,1
User Interface and Functionality,positive,2023-06-25 19:05:52,2023-06-01,1
User Interface and Functionality,positive,2023-06-25 19:05:52,2023-06-01,1
Algorithm and Content Curation,negative,2023-06-19 16:14:16,2023-06-01,1
User Interface and Functionality,negative,2023-06-19 16:14:16,2023-06-01,1
User Interface and Functionality,negative,2023-06-19 16:14:16,2023-06-01,1
Freedom of Speech and Expression,positive,2023-06-16 20:46:36,2023-06-01,1
User Interface and Functionality,positive,2023-06-16 20:46:36,2023-06-01,1
Content Moderation and Censorship,neutral,2023-06-24 05:08:01,2023-06-01,1
Privacy and Security,neutral,2023-06-24 05:08:01,2023-06-01,1
Account Management,negative,2023-06-01 00:11:51,2023-06-01,1
Platform Policies and Guidelines,negative,2023-06-01 00:11:51,2023-06-01,1
Customer Service,negative,2023-06-01 00:11:51,2023-06-01,1
User Interface and Functionality,positive,2023-06-04 12:17:24,2023-06-01,1
User Interface and Functionality,positive,2023-06-04 12:17:24,2023-06-01,1
News and Information Sharing,positive,2023-06-11 13:11:08,2023-06-01,1
News and Information Sharing,positive,2023-06-11 13:11:08,2023-06-01,1
Advertising and Monetization,positive,2023-06-11 13:11:08,2023-06-01,1
Community and Content,positive,2023-06-10 18:44:28,2023-06-01,1
Freedom of Speech and Expression,positive,2023-06-10 18:44:28,2023-06-01,1
User Interface and Functionality,positive,2023-06-15 21:11:54,2023-06-01,1
Social Networking and Engagement,neutral,2023-06-26 09:26:32,2023-06-01,1
News and Information Sharing,positive,2023-06-26 09:26:32,2023-06-01,1
User Interface and Functionality,negative,2023-06-02 03:12:27,2023-06-01,1
Misinformation and Fake Accounts,negative,2023-06-02 03:12:27,2023-06-01,1
Account Management,negative,2023-06-02 03:12:27,2023-06-01,1
Algorithm and Content Curation,negative,2023-06-19 07:16:14,2023-06-01,1
Content Moderation and Censorship,negative,2023-06-19 07:16:14,2023-06-01,1
Content Moderation and Censorship,negative,2023-06-19 07:16:14,2023-06-01,1
User Interface and Functionality,negative,2023-06-05 13:55:28,2023-06-01,1
Notifications and Alerts,negative,2023-06-05 13:55:28,2023-06-01,1
User Interface and Functionality,negative,2023-06-05 13:55:28,2023-06-01,1
User Interface and Functionality,negative,2023-06-01 18:05:23,2023-06-01,1
Account Management,negative,2023-06-01 18:05:23,2023-06-01,1
Content Moderation and Censorship,negative,2023-06-01 18:05:23,2023-06-01,1
User Interface and Functionality,positive,2023-06-11 18:23:09,2023-06-01,1
News and Information Sharing,positive,2023-06-11 18:23:09,2023-06-01,1
User Interface and Functionality,positive,2023-06-11 18:23:09,2023-06-01,1
User Interface and Functionality,negative,2023-06-27 20:04:41,2023-06-01,1
User Interface and Functionality,negative,2023-06-27 20:04:41,2023-06-01,1
Advertising and Monetization,negative,2023-06-27 20:04:41,2023-06-01,1
News and Information Sharing,positive,2023-06-17 19:40:15,2023-06-01,1
News and Information Sharing,positive,2023-06-17 19:40:15,2023-06-01,1
Misinformation and Fake Accounts,negative,2023-06-17 13:41:13,2023-06-01,1
Algorithm and Content Curation,negative,2023-06-17 13:41:13,2023-06-01,1
Misinformation and Fake Accounts,negative,2023-06-17 13:41:13,2023-06-01,1
App Updates and Changes,negative,2023-07-03 15:41:10,2023-07-01,1
Customer Service,negative,2023-07-03 15:41:10,2023-07-01,1
User Interface and Functionality,negative,2023-07-03 15:41:10,2023-07-01,1
Leadership and Decision Making,positive,2023-07-24 12:25:55,2023-07-01,1
Content Moderation and Censorship,positive,2023-07-24 12:25:55,2023-07-01,1
Algorithm and Content Curation,positive,2023-07-24 12:25:55,2023-07-01,1
News and Information Sharing,positive,2023-07-18 13:49:40,2023-07-01,1
News and Information Sharing,positive,2023-07-18 13:49:40,2023-07-01,1
Advertising and Monetization,negative,2023-07-03 17:51:59,2023-07-01,1
User Interface and Functionality,negative,2023-07-03 17:51:59,2023-07-01,1
Algorithm and Content Curation,positive,2023-07-03 17:51:59,2023-07-01,1
User Interface and Functionality,negative,2023-07-02 15:45:47,2023-07-01,1
User Interface and Functionality,negative,2023-07-02 15:45:47,2023-07-01,1
Customer Service,negative,2023-07-02 15:45:47,2023-07-01,1
User Interface and Functionality,negative,2023-07-06 22:46:14,2023-07-01,1
App Updates and Changes,negative,2023-07-06 22:46:14,2023-07-01,1
App Updates and Changes,negative,2023-07-06 22:46:14,2023-07-01,1
Algorithm and Content Curation,negative,2023-07-01 18:37:42,2023-07-01,1
User Interface and Functionality,negative,2023-07-01 18:37:42,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-01 18:37:42,2023-07-01,1
App Updates and Changes,negative,2023-07-31 19:28:03,2023-07-01,1
Account Management,negative,2023-07-31 19:28:03,2023-07-01,1
User Interface and Functionality,negative,2023-07-31 19:28:03,2023-07-01,1
Leadership and Decision Making,negative,2023-07-25 14:11:54,2023-07-01,1
Leadership and Decision Making,negative,2023-07-25 14:11:54,2023-07-01,1
User Interface and Functionality,negative,2023-07-25 14:11:54,2023-07-01,1
News and Information Sharing,neutral,2023-07-21 06:46:41,2023-07-01,1
Mental Health and User Impact,negative,2023-07-21 06:46:41,2023-07-01,1
Leadership and Decision Making,positive,2023-07-21 06:46:41,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-09 13:43:32,2023-07-01,1
Privacy and Security,negative,2023-07-09 13:43:32,2023-07-01,1
User Interface and Functionality,negative,2023-07-31 15:49:23,2023-07-01,1
Advertising and Monetization,negative,2023-07-31 15:49:23,2023-07-01,1
Algorithm and Content Curation,negative,2023-07-31 15:49:23,2023-07-01,1
User Interface and Functionality,negative,2023-07-28 22:44:32,2023-07-01,1
User Interface and Functionality,negative,2023-07-28 22:44:32,2023-07-01,1
Advertising and Monetization,negative,2023-07-28 22:44:32,2023-07-01,1
Advertising and Monetization,negative,2023-07-14 22:06:09,2023-07-01,1
Algorithm and Content Curation,negative,2023-07-14 22:06:09,2023-07-01,1
User Interface and Functionality,neutral,2023-07-14 22:06:09,2023-07-01,1
Advertising and Monetization,negative,2023-07-30 16:03:26,2023-07-01,1
Algorithm and Content Curation,negative,2023-07-30 16:03:26,2023-07-01,1
User Interface and Functionality,negative,2023-07-30 16:03:26,2023-07-01,1
Leadership and Decision Making,positive,2023-07-29 17:01:12,2023-07-01,1
User Interface and Functionality,negative,2023-07-29 17:01:12,2023-07-01,1
App Updates and Changes,negative,2023-07-02 01:13:36,2023-07-01,1
User Interface and Functionality,negative,2023-07-02 01:13:36,2023-07-01,1
User Interface and Functionality,negative,2023-07-02 01:13:36,2023-07-01,1
Content Moderation and Censorship,positive,2023-07-18 01:34:46,2023-07-01,1
User Interface and Functionality,positive,2023-07-18 01:34:46,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-29 02:29:11,2023-07-01,1
Platform Policies and Guidelines,negative,2023-07-29 02:29:11,2023-07-01,1
Leadership and Decision Making,negative,2023-07-25 17:27:01,2023-07-01,1
Platform Policies and Guidelines,negative,2023-07-25 17:27:01,2023-07-01,1
Leadership and Decision Making,negative,2023-07-25 17:27:01,2023-07-01,1
User Interface and Functionality,negative,2023-07-04 04:38:13,2023-07-01,1
User Interface and Functionality,negative,2023-07-04 04:38:13,2023-07-01,1
User Interface and Functionality,negative,2023-07-04 04:38:13,2023-07-01,1
User Interface and Functionality,negative,2023-07-19 20:15:11,2023-07-01,1
Advertising and Monetization,negative,2023-07-19 20:15:11,2023-07-01,1
Account Management,negative,2023-07-19 20:15:11,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-28 19:23:47,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-28 19:23:47,2023-07-01,1
User Interface and Functionality,negative,2023-07-23 05:01:15,2023-07-01,1
User Interface and Functionality,positive,2023-07-23 05:01:15,2023-07-01,1
Notifications and Alerts,negative,2023-07-28 18:57:42,2023-07-01,1
Account Management,negative,2023-07-28 18:57:42,2023-07-01,1
User Interface and Functionality,negative,2023-07-27 17:11:57,2023-07-01,1
User Interface and Functionality,negative,2023-07-27 17:11:57,2023-07-01,1
Account Management,negative,2023-07-02 03:39:56,2023-07-01,1
Advertising and Monetization,negative,2023-07-02 03:39:56,2023-07-01,1
User Interface and Functionality,negative,2023-07-02 03:39:56,2023-07-01,1
Misinformation and Fake Accounts,negative,2023-07-11 23:02:38,2023-07-01,1
User Interface and Functionality,negative,2023-07-01 20:31:43,2023-07-01,1
Social Networking and Engagement,negative,2023-07-01 20:31:43,2023-07-01,1
User Interface and Functionality,negative,2023-07-01 20:31:43,2023-07-01,1
User Interface and Functionality,positive,2023-07-26 21:37:34,2023-07-01,1
User Interface and Functionality,positive,2023-07-26 21:37:34,2023-07-01,1
User Interface and Functionality,positive,2023-07-26 21:37:34,2023-07-01,1
User Interface and Functionality,negative,2023-07-29 19:37:13,2023-07-01,1
App Updates and Changes,negative,2023-07-29 19:37:13,2023-07-01,1
Account Management,negative,2023-07-29 19:37:13,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-15 02:50:25,2023-07-01,1
User Interface and Functionality,negative,2023-07-15 02:50:25,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-15 02:50:25,2023-07-01,1
Customer Service,negative,2023-07-31 06:44:25,2023-07-01,1
Account Management,negative,2023-07-31 06:44:25,2023-07-01,1
Account Management,negative,2023-07-31 06:44:25,2023-07-01,1
Community and Content,positive,2023-07-16 10:06:59,2023-07-01,1
Content Moderation and Censorship,positive,2023-07-16 10:06:59,2023-07-01,1
User Interface and Functionality,positive,2023-07-16 10:06:59,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-06 16:27:42,2023-07-01,1
Advertising and Monetization,negative,2023-07-01 21:02:48,2023-07-01,1
Advertising and Monetization,negative,2023-07-01 21:02:48,2023-07-01,1
App Updates and Changes,negative,2023-07-01 21:02:48,2023-07-01,1
Account Management,negative,2023-07-24 15:42:07,2023-07-01,1
Customer Service,negative,2023-07-24 15:42:07,2023-07-01,1
Account Management,negative,2023-07-24 15:42:07,2023-07-01,1
App Updates and Changes,negative,2023-07-31 01:18:33,2023-07-01,1
Leadership and Decision Making,negative,2023-07-31 01:18:33,2023-07-01,1
Misinformation and Fake Accounts,negative,2023-07-25 16:36:41,2023-07-01,1
Freedom of Speech and Expression,negative,2023-07-25 16:36:41,2023-07-01,1
User Interface and Functionality,negative,2023-07-25 16:36:41,2023-07-01,1
User Interface and Functionality,negative,2023-07-24 19:04:20,2023-07-01,1
Social Networking and Engagement,negative,2023-07-24 19:04:20,2023-07-01,1
User Interface and Functionality,negative,2023-07-24 19:04:20,2023-07-01,1
Account Management,negative,2023-07-15 07:59:00,2023-07-01,1
Customer Service,negative,2023-07-15 07:59:00,2023-07-01,1
Leadership and Decision Making,negative,2023-07-15 07:59:00,2023-07-01,1
Account Management,negative,2023-07-11 05:43:08,2023-07-01,1
Leadership and Decision Making,negative,2023-07-11 05:43:08,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-11 05:43:08,2023-07-01,1
Account Management,negative,2023-07-31 05:13:50,2023-07-01,1
Leadership and Decision Making,negative,2023-07-31 05:13:50,2023-07-01,1
Account Management,negative,2023-07-31 05:13:50,2023-07-01,1
App Updates and Changes,negative,2023-07-31 21:26:01,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-31 21:26:01,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-31 21:26:01,2023-07-01,1
Community and Content,negative,2023-07-25 17:09:51,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-25 17:09:51,2023-07-01,1
Platform Policies and Guidelines,negative,2023-07-25 17:09:51,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-29 00:28:14,2023-07-01,1
User Interface and Functionality,negative,2023-07-29 00:28:14,2023-07-01,1
Community and Content,negative,2023-07-29 00:28:14,2023-07-01,1
App Updates and Changes,positive,2023-07-31 13:31:31,2023-07-01,1
Social Networking and Engagement,positive,2023-07-31 13:31:31,2023-07-01,1
Algorithm and Content Curation,negative,2023-07-27 14:23:53,2023-07-01,1
User Interface and Functionality,negative,2023-07-27 14:23:53,2023-07-01,1
Freedom of Speech and Expression,positive,2023-07-31 09:14:49,2023-07-01,1
Misinformation and Fake Accounts,positive,2023-07-31 09:14:49,2023-07-01,1
App Updates and Changes,negative,2023-07-31 09:14:49,2023-07-01,1
Algorithm and Content Curation,positive,2023-07-31 06:18:25,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-31 15:02:32,2023-07-01,1
Privacy and Security,negative,2023-07-31 15:02:32,2023-07-01,1
Account Management,negative,2023-07-31 15:02:32,2023-07-01,1
Advertising and Monetization,negative,2023-07-01 18:33:06,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-01 18:33:06,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-01 18:33:06,2023-07-01,1
User Interface and Functionality,positive,2023-07-29 02:02:26,2023-07-01,1
News and Information Sharing,positive,2023-07-29 02:02:26,2023-07-01,1
User Interface and Functionality,negative,2023-07-02 23:29:40,2023-07-01,1
App Updates and Changes,neutral,2023-07-02 23:29:40,2023-07-01,1
Social Networking and Engagement,positive,2023-07-02 23:29:40,2023-07-01,1
User Interface and Functionality,positive,2023-07-10 03:27:22,2023-07-01,1
User Interface and Functionality,positive,2023-07-10 03:27:22,2023-07-01,1
App Updates and Changes,negative,2023-07-31 16:04:30,2023-07-01,1
App Updates and Changes,negative,2023-07-31 16:04:30,2023-07-01,1
User Interface and Functionality,negative,2023-07-31 16:04:30,2023-07-01,1
Social Networking and Engagement,positive,2023-07-11 04:52:36,2023-07-01,1
User Interface and Functionality,negative,2023-07-16 15:53:44,2023-07-01,1
Notifications and Alerts,negative,2023-07-16 15:53:44,2023-07-01,1
User Interface and Functionality,negative,2023-07-16 15:53:44,2023-07-01,1
User Interface and Functionality,negative,2023-07-02 06:17:11,2023-07-01,1
User Interface and Functionality,negative,2023-07-02 06:17:11,2023-07-01,1
Customer Service,negative,2023-07-02 06:17:11,2023-07-01,1
User Interface and Functionality,positive,2023-07-28 20:30:47,2023-07-01,1
User Interface and Functionality,positive,2023-07-28 20:30:47,2023-07-01,1
Account Management,negative,2023-07-18 21:36:39,2023-07-01,1
Customer Service,negative,2023-07-18 21:36:39,2023-07-01,1
Account Management,negative,2023-07-18 21:36:39,2023-07-01,1
User Interface and Functionality,negative,2023-07-01 18:17:55,2023-07-01,1
App Updates and Changes,negative,2023-07-01 18:17:55,2023-07-01,1
User Interface and Functionality,negative,2023-07-01 18:17:55,2023-07-01,1
App Updates and Changes,negative,2023-07-05 14:18:21,2023-07-01,1
Social Networking and Engagement,neutral,2023-07-05 14:18:21,2023-07-01,1
Advertising and Monetization,positive,2023-07-05 14:18:21,2023-07-01,1
Freedom of Speech and Expression,positive,2023-07-19 05:12:42,2023-07-01,1
User Interface and Functionality,neutral,2023-07-19 05:12:42,2023-07-01,1
Community and Content,negative,2023-07-19 05:12:42,2023-07-01,1
App Updates and Changes,negative,2023-07-01 20:50:36,2023-07-01,1
User Interface and Functionality,negative,2023-07-01 20:50:36,2023-07-01,1
Advertising and Monetization,negative,2023-07-01 20:50:36,2023-07-01,1
Content Moderation and Censorship,negative,2023-07-26 19:27:14,2023-07-01,1
Account Management,negative,2023-07-26 19:27:14,2023-07-01,1
User Interface and Functionality,negative,2023-07-26 19:27:14,2023-07-01,1
App Updates and Changes,negative,2023-07-31 12:23:34,2023-07-01,1
